id,source_type,file,line,callee,caller,layer,domain,english_text,placeholders
timeout.c:L1610:pline:74,c_source,timeout.c,1610,pline,burn_object,1,timer/timeout,"Hallucination
                              ? (many ? ""They shriek!"" : ""It shrieks!"")
                              : Blind ? """" : (many ? ""Their flames die.""
                                                   : ""Its flame dies."")",0
trap.c:L280:pline:3,c_source,trap.c,280,pline,erode_obj,1,trap,%s %s %s%s!,4
trap.c:L307:pline:4,c_source,trap.c,307,pline,erode_obj,1,trap,%s %s %s!,3
trap.c:L330:impossible:5,c_source,trap.c,330,impossible,erode_obj,1,trap,"erode_obj(%d): destroying strangely worn item [%d, 0x%08lx: %s]",4
trap.c:L366:Your:8,c_source,trap.c,366,Your,grease_protect,1,trap,Your %s %s %s,3
trap.c:L369:pline:9,c_source,trap.c,369,pline,grease_protect,1,trap,%s's %s %s %s,4
trap.c:L982:pline_mon:26,c_source,trap.c,982,pline_mon,mu_maybe_destroy_web,1,trap,mtmp,0
trap.c:L994:pline_mon:28,c_source,trap.c,994,pline_mon,mu_maybe_destroy_web,1,trap,mtmp,0
trap.c:L1220:pline_mon:33,c_source,trap.c,1220,pline_mon,trapeffect_arrow_trap,1,trap,mtmp,0
trap.c:L1291:pline_mon:36,c_source,trap.c,1291,pline_mon,trapeffect_dart_trap,1,trap,mtmp,0
trap.c:L1373:pline_mon:43,c_source,trap.c,1373,pline_mon,trapeffect_rocktrap,1,trap,mtmp,0
trap.c:L1438:pline_mon:47,c_source,trap.c,1438,pline_mon,trapeffect_sqky_board,1,trap,mtmp,0
trap.c:L1446:pline_mon:48,c_source,trap.c,1446,pline_mon,trapeffect_sqky_board,1,trap,mtmp,0
trap.c:L1524:pline_mon:56,c_source,trap.c,1524,pline_mon,trapeffect_bear_trap,1,trap,mtmp,0
trap.c:L1538:pline_mon:58,c_source,trap.c,1538,pline_mon,trapeffect_bear_trap,1,trap,mtmp,0
trap.c:L1576:pline_mon:61,c_source,trap.c,1576,pline_mon,trapeffect_slp_gas_trap,1,trap,mtmp,0
trap.c:L1621:pline:65,c_source,trap.c,1621,pline,trapeffect_rust_trap,1,trap,%s you!,1
trap.c:L1654:pline_mon:67,c_source,trap.c,1654,pline_mon,trapeffect_rust_trap,1,trap,mtmp,0
trap.c:L1664:pline_mon:68,c_source,trap.c,1664,pline_mon,trapeffect_rust_trap,1,trap,mtmp,0
trap.c:L1680:pline_mon:69,c_source,trap.c,1680,pline_mon,trapeffect_rust_trap,1,trap,mtmp,0
trap.c:L1706:pline_mon:71,c_source,trap.c,1706,pline_mon,trapeffect_rust_trap,1,trap,mtmp,0
trap.c:L1735:pline_mon:72,c_source,trap.c,1735,pline_mon,trapeffect_fire_trap,1,trap,mtmp,0
trap.c:L1900:pline:86,c_source,trap.c,1900,pline,trapeffect_pit,1,trap,%s %s %s!,3
trap.c:L1971:pline_mon:88,c_source,trap.c,1971,pline_mon,trapeffect_pit,1,trap,mtmp,0
trap.c:L1980:pline_mon:89,c_source,trap.c,1980,pline_mon,trapeffect_pit,1,trap,mtmp,0
trap.c:L2037:pline_mon:93,c_source,trap.c,2037,pline_mon,trapeffect_hole,1,trap,mtmp,0
trap.c:L2041:pline_mon:94,c_source,trap.c,2041,pline_mon,trapeffect_hole,1,trap,mtmp,0
trap.c:L2048:pline_mon:95,c_source,trap.c,2048,pline_mon,trapeffect_hole,1,trap,mtmp,0
trap.c:L2117:pline:96,c_source,trap.c,2117,pline,trapeffect_web,1,trap,"trap->madeby_u ? ""You take a walk on your web.""
                      : ""There is a spider web here.""",0
trap.c:L2221:pline_mon:100,c_source,trap.c,2221,pline_mon,trapeffect_web,1,trap,mtmp,0
trap.c:L2242:pline_mon:101,c_source,trap.c,2242,pline_mon,trapeffect_web,1,trap,mtmp,0
trap.c:L2250:pline_mon:102,c_source,trap.c,2250,pline_mon,trapeffect_web,1,trap,mtmp,0
trap.c:L2362:You_feel:106,c_source,trap.c,2362,You_feel,trapeffect_anti_magic,1,trap,"You feel (dmgval2 >= hp) ? ""unbearably torpid!""
                     : (dmgval2 >= hp / 4) ? ""very lethargic.""
                       : ""sluggish.""",0
trap.c:L2398:pline_mon:107,c_source,trap.c,2398,pline_mon,trapeffect_anti_magic,1,trap,mtmp,0
trap.c:L2597:pline_mon:116,c_source,trap.c,2597,pline_mon,trapeffect_landmine,1,trap,mtmp,0
trap.c:L2609:pline_mon:118,c_source,trap.c,2609,pline_mon,trapeffect_landmine,1,trap,mtmp,0
trap.c:L2677:pline_mon:123,c_source,trap.c,2677,pline_mon,trapeffect_rolling_boulder_trap,1,trap,mtmp,0
trap.c:L3008:You:130,c_source,trap.c,3008,You,dotrap,1,trap,You %s over %s %s.,3
trap.c:L3373:pline_mon:138,c_source,trap.c,3373,pline_mon,launch_obj,1,trap,mtmp,0
trap.c:L3731:pline_mon:144,c_source,trap.c,3731,pline_mon,mintrap,1,trap,mtmp,0
trap.c:L3755:pline_mon:147,c_source,trap.c,3755,pline_mon,mintrap,1,trap,mtmp,0
trap.c:L3761:pline_mon:148,c_source,trap.c,3761,pline_mon,mintrap,1,trap,mtmp,0
trap.c:L3812:pline_mon:149,c_source,trap.c,3812,pline_mon,mintrap,1,trap,mtmp,0
trap.c:L4170:You:184,c_source,trap.c,4170,You,climb_pit,1,trap,You %s from the %s.,2
trap.c:L4202:Norep:187,c_source,trap.c,4202,Norep,climb_pit,1,trap,"(Hallucination && !rn2(5))
                      ? ""You've fallen, and you can't get up.""
                      : ""You are still in a pit.""",0
trap.c:L4354:You_hear:202,c_source,trap.c,4354,You_hear,domagictrap,1,trap,"You hear Hallucination ? ""the moon howling at you.""
                                   : ""distant howling.""",0
trap.c:L4376:You:206,c_source,trap.c,4376,You,domagictrap,1,trap,"You Hallucination ? ""smell hamburgers."" : ""smell charred flesh.""",0
trap.c:L5028:You:233,c_source,trap.c,5028,You,drown,1,trap,You %s into the %s%c,3
trap.c:L6247:You:307,c_source,trap.c,6247,You,chest_trap,1,trap,"You disarm ? ""set it off!"" : ""trigger a trap!""",0
trap.c:L6884:urgent_pline:333,c_source,trap.c,6884,urgent_pline,lava_effects,1,trap,You %s...,1
trap.c:L6972:pline:337,c_source,trap.c,6972,pline,sink_into_lava,1,trap,sink_deeper,0
trap.c:L6973:Norep:338,c_source,trap.c,6973,Norep,sink_into_lava,1,trap,sink_deeper,0
uhitm.c:L93:pline_mon:1,c_source,uhitm.c,93,pline_mon,mhitm_mgc_atk_negated,1,combat/player_attack,mdef,0
uhitm.c:L231:pline:2,c_source,uhitm.c,231,pline,attack_checks,1,combat/player_attack,Wait!  There's %s there you can't see!,1
uhitm.c:L284:pline:3,c_source,uhitm.c,284,pline,attack_checks,1,combat/player_attack,A %s %s %s!,3
uhitm.c:L288:pline:4,c_source,uhitm.c,288,pline,attack_checks,1,combat/player_attack,Wait!  There's a hidden monster there!,0
uhitm.c:L336:You:6,c_source,uhitm.c,336,You,check_caitiff,1,combat/player_attack,You caitiff!,0
uhitm.c:L520:You:10,c_source,uhitm.c,520,You,do_attack,1,combat/player_attack,You have no way to attack monsters physically.,0
uhitm.c:L533:You:11,c_source,uhitm.c,533,You,do_attack,1,combat/player_attack,You begin bashing monsters with %s.,1
uhitm.c:L539:You:12,c_source,uhitm.c,539,You,do_attack,1,combat/player_attack,You begin %s monsters with your %s %s.,3
uhitm.c:L600:Your:14,c_source,uhitm.c,600,Your,known_hitum,1,combat/player_attack,Your bloodthirsty blade attacks!,0
uhitm.c:L658:impossible:15,c_source,uhitm.c,658,impossible,hitum_cleave,1,combat/player_attack,"hitum_cleave: unknown target direction [%d,%d,%d]?",3
uhitm.c:L892:pline:16,c_source,uhitm.c,892,pline,hmon_hitmon_weapon_ranged,1,combat/player_attack,"As you hit %s, %s%s breaks into splinters.",3
uhitm.c:L1108:You:19,c_source,uhitm.c,1108,You,hmon_hitmon_misc_obj,1,combat/player_attack,You break %s.  That's bad luck!,1
uhitm.c:L1122:You:20,c_source,uhitm.c,1122,You,hmon_hitmon_misc_obj,1,combat/player_attack,You succeed in destroying %s.  Congratulations!,1
uhitm.c:L1189:pline:22,c_source,uhitm.c,1189,pline,hmon_hitmon_misc_obj,1,combat/player_attack,Splat!  You hit %s with %s %s egg%s!,4
uhitm.c:L1215:pline_The:24,c_source,uhitm.c,1215,pline_The,hmon_hitmon_misc_obj,1,combat/player_attack,The egg%s %s alive any more...,2
uhitm.c:L1235:pline:25,c_source,uhitm.c,1235,pline,hmon_hitmon_misc_obj,1,combat/player_attack,Splat!,0
uhitm.c:L1251:pline:26,c_source,uhitm.c,1251,pline,hmon_hitmon_misc_obj,1,combat/player_attack,"obj->otyp == CREAM_PIE ? ""Splat!""
                      : ""Splash!""",0
uhitm.c:L1259:pline_The:27,c_source,uhitm.c,1259,pline_The,hmon_hitmon_misc_obj,1,combat/player_attack,The venom blinds %s%s!,2
uhitm.c:L1276:pline:28,c_source,uhitm.c,1276,pline,hmon_hitmon_misc_obj,1,combat/player_attack,%s %s over %s!,3
uhitm.c:L1284:pline:29,c_source,uhitm.c,1284,pline,hmon_hitmon_misc_obj,1,combat/player_attack,"obj->otyp == CREAM_PIE ? ""Splat!"" : ""Splash!""",0
uhitm.c:L1299:Your:31,c_source,uhitm.c,1299,Your,hmon_hitmon_misc_obj,1,combat/player_attack,Your venom burns %s!,1
uhitm.c:L1492:You:32,c_source,uhitm.c,1492,You,hmon_hitmon_poison,1,combat/player_attack,You dishonorably use a poisoned weapon!,0
uhitm.c:L1496:You_feel:33,c_source,uhitm.c,1496,You_feel,hmon_hitmon_poison,1,combat/player_attack,You feel like an evil coward for using a poisoned weapon.,0
uhitm.c:L1522:You:34,c_source,uhitm.c,1522,You,hmon_hitmon_jousting,1,combat/player_attack,You joust %s%s,2
uhitm.c:L1537:pline:35,c_source,uhitm.c,1537,pline,hmon_hitmon_jousting,1,combat/player_attack,%s shatters on impact!,1
uhitm.c:L1611:pline:37,c_source,uhitm.c,1611,pline,hmon_hitmon_splitmon,1,combat/player_attack,%s divides as you hit it%s!,2
uhitm.c:L1625:You:39,c_source,uhitm.c,1625,You,hmon_hitmon_msg_hit,1,combat/player_attack,You %s %s%s,3
uhitm.c:L1678:pline:40,c_source,uhitm.c,1678,pline,hmon_hitmon_msg_silver,1,combat/player_attack,fmt,0
uhitm.c:L1697:pline:41,c_source,uhitm.c,1697,pline,hmon_hitmon_msg_lightobj,1,combat/player_attack,fmt,0
uhitm.c:L1872:pline_The:42,c_source,uhitm.c,1872,pline_The,hmon_hitmon,1,combat/player_attack,The poison doesn't seem to affect %s.,1
uhitm.c:L1894:Your:45,c_source,uhitm.c,1894,Your,hmon_hitmon,1,combat/player_attack,Your %s %s no longer poisoned.,2
uhitm.c:L2008:pline:46,c_source,uhitm.c,2008,pline,shade_miss,1,combat/player_attack,%s %s %s%s%s.,5
uhitm.c:L2014:pline:47,c_source,uhitm.c,2014,pline,shade_miss,1,combat/player_attack,%s %s%s%s.,4
uhitm.c:L2043:You:48,c_source,uhitm.c,2043,You,m_slips_free,1,combat/player_attack,You %s %s %s %s!,4
uhitm.c:L2061:pline_The:49,c_source,uhitm.c,2061,pline_The,m_slips_free,1,combat/player_attack,The grease wears off.,0
uhitm.c:L2108:pline:50,c_source,uhitm.c,2108,pline,demonpet,1,combat/player_attack,Some hell-p has arrived!,0
uhitm.c:L2180:You:51,c_source,uhitm.c,2180,You,steal_it,1,combat/player_attack,You charm %s.  %s gladly hands over %s%s possessions.,4
uhitm.c:L2186:You:52,c_source,uhitm.c,2186,You,steal_it,1,combat/player_attack,You seduce %s and %s starts to take off %s clothes.,3
uhitm.c:L2219:pline:53,c_source,uhitm.c,2219,pline,steal_it,1,combat/player_attack,%s finishes taking off %s suit.,2
uhitm.c:L2275:pline_mon:56,c_source,uhitm.c,2275,pline_mon,mhitm_ad_rust,1,combat/player_attack,mdef,0
uhitm.c:L2333:You:58,c_source,uhitm.c,2333,You,mhitm_ad_dcay,1,combat/player_attack,You rot!,0
uhitm.c:L2354:pline_mon:59,c_source,uhitm.c,2354,pline_mon,mhitm_ad_dcay,1,combat/player_attack,mdef,0
uhitm.c:L2409:pline:60,c_source,uhitm.c,2409,pline,mhitm_ad_drli,1,combat/player_attack,%s becomes weaker!,1
uhitm.c:L2466:pline_mon:62,c_source,uhitm.c,2466,pline_mon,mhitm_ad_drli,1,combat/player_attack,mdef,0
uhitm.c:L2496:pline:63,c_source,uhitm.c,2496,pline,mhitm_ad_fire,1,combat/player_attack,%s is %s!,2
uhitm.c:L2505:You:65,c_source,uhitm.c,2505,You,mhitm_ad_fire,1,combat/player_attack,You smell burning%s.,1
uhitm.c:L2515:pline_The:66,c_source,uhitm.c,2515,pline_The,mhitm_ad_fire,1,combat/player_attack,The fire doesn't heat %s!,1
uhitm.c:L2532:pline:67,c_source,uhitm.c,2532,pline,mhitm_ad_fire,1,combat/player_attack,You're %s!,1
uhitm.c:L2536:You:68,c_source,uhitm.c,2536,You,mhitm_ad_fire,1,combat/player_attack,You go up in flames!,0
uhitm.c:L2540:pline_The:69,c_source,uhitm.c,2540,pline_The,mhitm_ad_fire,1,combat/player_attack,The fire doesn't feel hot!,0
uhitm.c:L2554:pline_mon:70,c_source,uhitm.c,2554,pline_mon,mhitm_ad_fire,1,combat/player_attack,mdef,0
uhitm.c:L2561:pline_mon:71,c_source,uhitm.c,2561,pline_mon,mhitm_ad_fire,1,combat/player_attack,mdef,0
uhitm.c:L2579:pline_The:72,c_source,uhitm.c,2579,pline_The,mhitm_ad_fire,1,combat/player_attack,The fire doesn't seem to burn %s!,1
uhitm.c:L2597:pline:73,c_source,uhitm.c,2597,pline,mhitm_ad_cold,1,combat/player_attack,%s is covered in frost!,1
uhitm.c:L2600:pline_The:74,c_source,uhitm.c,2600,pline_The,mhitm_ad_cold,1,combat/player_attack,The frost doesn't chill %s!,1
uhitm.c:L2609:pline:75,c_source,uhitm.c,2609,pline,mhitm_ad_cold,1,combat/player_attack,You're covered in frost!,0
uhitm.c:L2610:pline_The:76,c_source,uhitm.c,2610,pline_The,mhitm_ad_cold,1,combat/player_attack,The frost doesn't seem cold!,0
uhitm.c:L2628:pline_mon:77,c_source,uhitm.c,2628,pline_mon,mhitm_ad_cold,1,combat/player_attack,mdef,0
uhitm.c:L2635:pline_The:78,c_source,uhitm.c,2635,pline_The,mhitm_ad_cold,1,combat/player_attack,The frost doesn't seem to chill %s!,1
uhitm.c:L2651:pline:79,c_source,uhitm.c,2651,pline,mhitm_ad_elec,1,combat/player_attack,%s is zapped!,1
uhitm.c:L2654:pline_The:80,c_source,uhitm.c,2654,pline_The,mhitm_ad_elec,1,combat/player_attack,The zap doesn't shock %s!,1
uhitm.c:L2670:pline_The:82,c_source,uhitm.c,2670,pline_The,mhitm_ad_elec,1,combat/player_attack,The zap doesn't shock you!,0
uhitm.c:L2685:pline_mon:83,c_source,uhitm.c,2685,pline_mon,mhitm_ad_elec,1,combat/player_attack,mdef,0
uhitm.c:L2692:pline_The:84,c_source,uhitm.c,2692,pline_The,mhitm_ad_elec,1,combat/player_attack,The zap doesn't shock %s!,1
uhitm.c:L2732:pline_mon:88,c_source,uhitm.c,2732,pline_mon,mhitm_ad_acid,1,combat/player_attack,mdef,0
uhitm.c:L2734:pline:89,c_source,uhitm.c,2734,pline,mhitm_ad_acid,1,combat/player_attack,It burns %s!,1
uhitm.c:L2758:Your:90,c_source,uhitm.c,2758,Your,mhitm_ad_sgld,1,combat/player_attack,Your purse feels heavier.,0
uhitm.c:L2791:pline:92,c_source,uhitm.c,2791,pline,mhitm_ad_sgld,1,combat/player_attack,%s steals some gold from %s.,2
uhitm.c:L2813:pline:94,c_source,uhitm.c,2813,pline,mhitm_ad_tlpt,1,combat/player_attack,%s is not affected.,1
uhitm.c:L2904:pline_mon:98,c_source,uhitm.c,2904,pline_mon,mhitm_ad_tlpt,1,combat/player_attack,mdef,0
uhitm.c:L2924:pline:100,c_source,uhitm.c,2924,pline,mhitm_ad_blnd,1,combat/player_attack,%s is blinded.,1
uhitm.c:L2992:You:104,c_source,uhitm.c,2992,You,mhitm_ad_curs,1,combat/player_attack,You chuckle.,0
uhitm.c:L2998:pline_mon:106,c_source,uhitm.c,2998,pline_mon,mhitm_ad_curs,1,combat/player_attack,magr,0
uhitm.c:L3028:pline_mon:109,c_source,uhitm.c,3028,pline_mon,mhitm_ad_curs,1,combat/player_attack,mdef,0
uhitm.c:L3038:You:110,c_source,uhitm.c,3038,You,mhitm_ad_curs,1,combat/player_attack,You brief_feeling,0
uhitm.c:L3051:pline_mon:112,c_source,uhitm.c,3051,pline_mon,mhitm_ad_curs,1,combat/player_attack,magr,0
uhitm.c:L3071:pline_The:114,c_source,uhitm.c,3071,pline_The,mhitm_really_poison,1,combat/player_attack,The poison doesn't seem to affect %s.,1
uhitm.c:L3088:pline_The:117,c_source,uhitm.c,3088,pline_The,mhitm_ad_drst,1,combat/player_attack,The poison doesn't seem to affect %s.,1
uhitm.c:L3137:pline:119,c_source,uhitm.c,3137,pline,mhitm_ad_drin,1,combat/player_attack,%s doesn't seem harmed.,1
uhitm.c:L3150:You:120,c_source,uhitm.c,3150,You,mhitm_ad_drin,1,combat/player_attack,You suck in some slime and don't feel very well.,0
uhitm.c:L3157:pline:121,c_source,uhitm.c,3157,pline,mhitm_ad_drin,1,combat/player_attack,%s %s blocks your attack to %s head.,3
uhitm.c:L3180:You:122,c_source,uhitm.c,3180,You,mhitm_ad_drin,1,combat/player_attack,You don't seem harmed.,0
uhitm.c:L3190:Your:123,c_source,uhitm.c,3190,Your,mhitm_ad_drin,1,combat/player_attack,Your %s blocks the attack to your head.,1
uhitm.c:L3230:pline_mon:124,c_source,uhitm.c,3230,pline_mon,mhitm_ad_drin,1,combat/player_attack,mdef,0
uhitm.c:L3247:pline:125,c_source,uhitm.c,3247,pline,mhitm_ad_drin,1,combat/player_attack,%s helmet blocks %s attack to %s head.,3
uhitm.c:L3271:Your:126,c_source,uhitm.c,3271,Your,mhitm_ad_stck,1,combat/player_attack,Your barbs stick to %s!,1
uhitm.c:L3279:pline:127,c_source,uhitm.c,3279,pline,mhitm_ad_stck,1,combat/player_attack,The barbs stick to you!,0
uhitm.c:L3295:You:128,c_source,uhitm.c,3295,You,mhitm_ad_wrap,1,combat/player_attack,You %s yourself around %s!,2
uhitm.c:L3308:You:129,c_source,uhitm.c,3308,You,mhitm_ad_wrap,1,combat/player_attack,You drown %s...,1
uhitm.c:L3312:pline:130,c_source,uhitm.c,3312,pline,mhitm_ad_wrap,1,combat/player_attack,%s is being crushed.,1
uhitm.c:L3317:You:131,c_source,uhitm.c,3317,You,mhitm_ad_wrap,1,combat/player_attack,You brush against %s.,1
uhitm.c:L3319:You:132,c_source,uhitm.c,3319,You,mhitm_ad_wrap,1,combat/player_attack,You brush against %s %s.,2
uhitm.c:L3342:urgent_pline:133,c_source,uhitm.c,3342,urgent_pline,mhitm_ad_wrap,1,combat/player_attack,%s %s itself around you!,2
uhitm.c:L3358:urgent_pline:134,c_source,uhitm.c,3358,urgent_pline,mhitm_ad_wrap,1,combat/player_attack,%s drowns you...,1
uhitm.c:L3370:pline_mon:136,c_source,uhitm.c,3370,pline_mon,mhitm_ad_wrap,1,combat/player_attack,magr,0
uhitm.c:L3375:pline_mon:137,c_source,uhitm.c,3375,pline_mon,mhitm_ad_wrap,1,combat/player_attack,magr,0
uhitm.c:L3383:pline:138,c_source,uhitm.c,3383,pline,mhitm_ad_wrap,1,combat/player_attack,%s brushes against %s.,2
uhitm.c:L3391:pline:139,c_source,uhitm.c,3391,pline,mhitm_ad_plys,1,combat/player_attack,%s is frozen by you!,1
uhitm.c:L3399:You:141,c_source,uhitm.c,3399,You,mhitm_ad_plys,1,combat/player_attack,You are frozen!,0
uhitm.c:L3400:You:142,c_source,uhitm.c,3400,You,mhitm_ad_plys,1,combat/player_attack,You are frozen by %s!,1
uhitm.c:L3415:pline:143,c_source,uhitm.c,3415,pline,mhitm_ad_plys,1,combat/player_attack,%s is frozen by %s.,2
uhitm.c:L3435:pline:144,c_source,uhitm.c,3435,pline,mhitm_ad_slee,1,combat/player_attack,%s is put to sleep by you!,1
uhitm.c:L3449:You:145,c_source,uhitm.c,3449,You,mhitm_ad_slee,1,combat/player_attack,You are put to sleep!,0
uhitm.c:L3459:pline:147,c_source,uhitm.c,3459,pline,mhitm_ad_slee,1,combat/player_attack,%s is put to sleep by %s.,2
uhitm.c:L3486:You:148,c_source,uhitm.c,3486,You,mhitm_ad_slim,1,combat/player_attack,You turn %s into slime.,1
uhitm.c:L3519:pline:153,c_source,uhitm.c,3519,pline,mhitm_ad_slim,1,combat/player_attack,Yuck!,0
uhitm.c:L3584:pline:154,c_source,uhitm.c,3584,pline,mhitm_ad_ench,1,combat/player_attack,%s less effective.,1
uhitm.c:L3606:pline:155,c_source,uhitm.c,3606,pline,mhitm_ad_slow,1,combat/player_attack,%s slows down.,1
uhitm.c:L3622:pline_mon:156,c_source,uhitm.c,3622,pline_mon,mhitm_ad_slow,1,combat/player_attack,mdef,0
uhitm.c:L3631:pline:157,c_source,uhitm.c,3631,pline,mhitm_ad_conf,1,combat/player_attack,%s looks confused.,1
uhitm.c:L3667:pline_mon:160,c_source,uhitm.c,3667,pline_mon,mhitm_ad_conf,1,combat/player_attack,mdef,0
uhitm.c:L3683:pline:161,c_source,uhitm.c,3683,pline,mhitm_ad_poly,1,combat/player_attack,%s is not transformed.,1
uhitm.c:L3705:You:162,c_source,uhitm.c,3705,You,mhitm_ad_poly,1,combat/player_attack,You aren't transformed.,0
uhitm.c:L3734:pline_mon:163,c_source,uhitm.c,3734,pline_mon,mhitm_ad_famn,1,combat/player_attack,magr,0
uhitm.c:L3760:pline_mon:164,c_source,uhitm.c,3760,pline_mon,mhitm_ad_pest,1,combat/player_attack,magr,0
uhitm.c:L3791:pline_mon:165,c_source,uhitm.c,3791,pline_mon,mhitm_ad_deth,1,combat/player_attack,magr,0
uhitm.c:L3798:pline:166,c_source,uhitm.c,3798,pline,mhitm_ad_deth,1,combat/player_attack,Was that the touch of death?,0
uhitm.c:L3810:You_feel:167,c_source,uhitm.c,3810,You_feel,mhitm_ad_deth,1,combat/player_attack,You feel your life force draining away...,0
uhitm.c:L3817:pline:168,c_source,uhitm.c,3817,pline,mhitm_ad_deth,1,combat/player_attack,"Lucky for you, it didn't work!",0
uhitm.c:L3849:pline_mon:169,c_source,uhitm.c,3849,pline_mon,mhitm_ad_halu,1,combat/player_attack,mdef,0
uhitm.c:L3888:pline_mon:170,c_source,uhitm.c,3888,pline_mon,do_stone_mon,1,combat/player_attack,mdef,0
uhitm.c:L3898:You:171,c_source,uhitm.c,3898,You,do_stone_mon,1,combat/player_attack,You brief_feeling,0
uhitm.c:L3918:impossible:172,c_source,uhitm.c,3918,impossible,mhitm_ad_phys,1,combat/player_attack,bad shade attack function flow?,0
uhitm.c:L3974:pline_mon:173,c_source,uhitm.c,3974,pline_mon,mhitm_ad_phys,1,combat/player_attack,magr,0
uhitm.c:L4001:pline_mon:175,c_source,uhitm.c,4001,pline_mon,mhitm_ad_phys,1,combat/player_attack,magr,0
uhitm.c:L4030:pline_The:176,c_source,uhitm.c,4030,pline_The,mhitm_ad_phys,1,combat/player_attack,The silver sears your flesh!,0
uhitm.c:L4120:pline_mon:178,c_source,uhitm.c,4120,pline_mon,mhitm_ad_phys,1,combat/player_attack,magr,0
uhitm.c:L4167:You_hear:179,c_source,uhitm.c,4167,You_hear,mhitm_ad_ston,1,combat/player_attack,You hear a cough from %s!,1
uhitm.c:L4171:You_hear:180,c_source,uhitm.c,4171,You_hear,mhitm_ad_ston,1,combat/player_attack,You hear hissing.,0
uhitm.c:L4172:pline:181,c_source,uhitm.c,4172,pline,mhitm_ad_ston,1,combat/player_attack,%s appears to be blowing you a kiss...,1
uhitm.c:L4175:You_hear:182,c_source,uhitm.c,4175,You_hear,mhitm_ad_ston,1,combat/player_attack,You hear %s hissing!,1
uhitm.c:L4246:pline_mon:185,c_source,uhitm.c,4246,pline_mon,mhitm_ad_heal,1,combat/player_attack,magr,0
uhitm.c:L4345:pline_mon:188,c_source,uhitm.c,4345,pline_mon,mhitm_ad_stun,1,combat/player_attack,mdef,0
uhitm.c:L4375:pline:189,c_source,uhitm.c,4375,pline,mhitm_ad_legs,1,combat/player_attack,%s tries to reach your %s %s!,3
uhitm.c:L4381:pline_mon:190,c_source,uhitm.c,4381,pline_mon,mhitm_ad_legs,1,combat/player_attack,magr,0
uhitm.c:L4397:pline:191,c_source,uhitm.c,4397,pline,mhitm_ad_legs,1,combat/player_attack,%s pricks the exposed part of your %s %s!,3
uhitm.c:L4400:pline:192,c_source,uhitm.c,4400,pline,mhitm_ad_legs,1,combat/player_attack,%s pricks through your %s boot!,2
uhitm.c:L4406:pline:193,c_source,uhitm.c,4406,pline,mhitm_ad_legs,1,combat/player_attack,%s scratches your %s boot!,2
uhitm.c:L4412:pline:194,c_source,uhitm.c,4412,pline,mhitm_ad_legs,1,combat/player_attack,%s pricks your %s %s!,3
uhitm.c:L4446:pline_mon:195,c_source,uhitm.c,4446,pline_mon,mhitm_ad_dgst,1,combat/player_attack,magr,0
uhitm.c:L4459:You:196,c_source,uhitm.c,4459,You,mhitm_ad_dgst,1,combat/player_attack,You brief_feeling,0
uhitm.c:L4463:verbalize:197,c_source,uhitm.c,4463,verbalize,mhitm_ad_dgst,1,combat/player_attack,Burrrrp!,0
uhitm.c:L4578:pline_mon:198,c_source,uhitm.c,4578,pline_mon,mhitm_ad_sedu,1,combat/player_attack,magr,0
uhitm.c:L4597:pline:199,c_source,uhitm.c,4597,pline,mhitm_ad_sedu,1,combat/player_attack,"%s tries to %s you, but you seem %s.",3
uhitm.c:L4625:pline_mon:200,c_source,uhitm.c,4625,pline_mon,mhitm_ad_sedu,1,combat/player_attack,magr,0
uhitm.c:L4827:pline:205,c_source,uhitm.c,4827,pline,explum,1,combat/player_attack,%s is blinded by your flash of light!,1
uhitm.c:L4838:pline:206,c_source,uhitm.c,4838,pline,explum,1,combat/player_attack,%s is affected by your flash of light!,1
uhitm.c:L4869:You:207,c_source,uhitm.c,4869,You,start_engulf,1,combat/player_attack,You %s %s%s!,3
uhitm.c:L4918:You:208,c_source,uhitm.c,4918,You,gulpum,1,combat/player_attack,"You %s it, then %s it.",2
uhitm.c:L4934:pline:209,c_source,uhitm.c,4934,pline,gulpum,1,combat/player_attack,It turns into %s.,1
uhitm.c:L5034:You:213,c_source,uhitm.c,5034,You,gulpum,1,combat/player_attack,You digest %s.,1
uhitm.c:L5061:pline:214,c_source,uhitm.c,5061,pline,gulpum,1,combat/player_attack,%s is laden with your moisture.,1
uhitm.c:L5066:pline:216,c_source,uhitm.c,5066,pline,gulpum,1,combat/player_attack,%s is %s!,2
uhitm.c:L5071:pline:217,c_source,uhitm.c,5071,pline,gulpum,1,combat/player_attack,%s is covered with your goo!,1
uhitm.c:L5079:pline:219,c_source,uhitm.c,5079,pline,gulpum,1,combat/player_attack,%s can't see in there!,1
uhitm.c:L5086:pline_The:220,c_source,uhitm.c,5086,pline_The,gulpum,1,combat/player_attack,The air around %s crackles with electricity.,1
uhitm.c:L5099:pline:223,c_source,uhitm.c,5099,pline,gulpum,1,combat/player_attack,%s is freezing to death!,1
uhitm.c:L5110:pline:225,c_source,uhitm.c,5110,pline,gulpum,1,combat/player_attack,%s is burning to a crisp!,1
uhitm.c:L5127:pline:227,c_source,uhitm.c,5127,pline,gulpum,1,combat/player_attack,"Obviously, you didn't like %s taste.",1
uhitm.c:L5134:Your:228,c_source,uhitm.c,5134,Your,missum,1,combat/player_attack,Your armor is rather cumbersome...,0
uhitm.c:L5136:You:229,c_source,uhitm.c,5136,You,missum,1,combat/player_attack,You pretend to be friendly to %s.,1
