id,source_type,file,line,caller_func,callee_func,layer,semantic_role,domain,literal_type,raw_format,placeholders_count,inferred_format
timeout.c:L1768:impossible:77,c_source,timeout.c,1768,begin_burn,impossible,1,SYSTEM_WARNING,timer/timeout,literal,begin_burn: can't get obj position,0,
timeout.c:L1777:impossible:78,c_source,timeout.c,1777,end_burn,impossible,1,SYSTEM_WARNING,timer/timeout,literal,end_burn: obj %s not lit,1,
timeout.c:L1793:impossible:79,c_source,timeout.c,1793,end_burn,impossible,1,SYSTEM_WARNING,timer/timeout,literal,end_burn: obj %s not timed!,1,
timeout.c:L1804:impossible:80,c_source,timeout.c,1804,cleanup_burn,impossible,1,SYSTEM_WARNING,timer/timeout,literal,cleanup_burn: obj %s not lit,1,
timeout.c:L1859:pline:81,c_source,timeout.c,1859,do_storms,pline,1,NARRATION_PLINE,timer/timeout,literal,Kaboom!!!  Boom!!  Boom!!,0,
timeout.c:L1869:You_hear:82,c_source,timeout.c,1869,do_storms,You_hear,1,AUDIO_SE,timer/timeout,literal,a rumbling noise.,0,
timeout.c:L1976:impossible:83,c_source,timeout.c,1976,kind_name,impossible,1,SYSTEM_WARNING,timer/timeout,literal,no timer type,0,
timeout.c:L2118:impossible:84,c_source,timeout.c,2118,timer_sanity_check,impossible,1,SYSTEM_WARNING,timer/timeout,literal,"timer sanity: untimed obj %s, timer %lu",2,
timeout.c:L2147:impossible:85,c_source,timeout.c,2147,timer_sanity_check,impossible,1,SYSTEM_WARNING,timer/timeout,literal,"timer sanity: can't locate obj %s [where=%d], timer %lu",3,
timeout.c:L2152:impossible:86,c_source,timeout.c,2152,timer_sanity_check,impossible,1,SYSTEM_WARNING,timer/timeout,literal,"timer sanity: obj %s [where=%d] located at <%d,%d>, timer %lu",5,
timeout.c:L2157:impossible:87,c_source,timeout.c,2157,timer_sanity_check,impossible,1,SYSTEM_WARNING,timer/timeout,literal,timer sanity: unexpected monster timer %lu,1,
timeout.c:L2183:impossible:88,c_source,timeout.c,2183,timer_sanity_check,impossible,1,SYSTEM_WARNING,timer/timeout,literal,"timer sanity: melt timer %lu on non-ice %d <%d,%d>",4,
timeout.c:L2186:impossible:89,c_source,timeout.c,2186,timer_sanity_check,impossible,1,SYSTEM_WARNING,timer/timeout,literal,"timer sanity: spot timer %lu at <%d,%d>",3,
timeout.c:L2188:impossible:90,c_source,timeout.c,2188,timer_sanity_check,impossible,1,SYSTEM_WARNING,timer/timeout,literal,timer sanity: unexpected global timer %lu,1,
timeout.c:L2191:impossible:91,c_source,timeout.c,2191,timer_sanity_check,impossible,1,SYSTEM_WARNING,timer/timeout,literal,"timer sanity: unknown timer %lu, type: %d",2,
timeout.c:L2239:impossible:92,c_source,timeout.c,2239,start_timer,impossible,1,SYSTEM_WARNING,timer/timeout,literal,"Attempted to start duplicate %s, aborted.",1,
topten.c:L109:impossible:0,c_source,topten.c,109,formatkiller,impossible,1,SYSTEM_WARNING,score_ranking,literal,bad killer format? (%d),1,
topten.c:L1203:raw_printf:1,c_source,topten.c,1203,prscore,raw_printf,1,SYSTEM_RAW,score_ranking,literal,prscore: bad arguments (%d),1,
topten.c:L1327:raw_printf:2,c_source,topten.c,1327,prscore,raw_printf,1,SYSTEM_RAW,score_ranking,literal,Usage: %s -s [-v] <playertypes> [maxrank] [playernames],1,
topten.c:L1330:raw_printf:3,c_source,topten.c,1330,prscore,raw_printf,1,SYSTEM_RAW,score_ranking,literal,Player types are: [-p role] [-r race],0,
topten.c:L1360:impossible:4,c_source,topten.c,1360,classmon,impossible,1,SYSTEM_WARNING,score_ranking,literal,What weird role is this? (%s),1,
topten.c:L1371:impossible:5,c_source,topten.c,1371,get_rnd_toptenentry,impossible,1,SYSTEM_WARNING,score_ranking,literal,Cannot open record file!,0,
trap.c:L232:impossible:0,c_source,trap.c,232,erode_obj,impossible,1,SYSTEM_WARNING,trap,literal,Invalid erosion type in erode_obj,0,
trap.c:L252:pline:1,c_source,trap.c,252,erode_obj,pline,1,NARRATION_PLINE,trap,literal,%s %s %s not affected by %s.,4,
trap.c:L258:pline:2,c_source,trap.c,258,erode_obj,pline,1,NARRATION_PLINE,trap,literal,"Somehow, %s %s %s not affected by the %s.",4,
trap.c:L280:pline:3,c_source,trap.c,280,erode_obj,pline,1,NARRATION_PLINE,trap,literal,%s %s %s%s!,4,
trap.c:L307:pline:4,c_source,trap.c,307,erode_obj,pline,1,NARRATION_PLINE,trap,literal,%s %s %s!,3,
trap.c:L330:impossible:5,c_source,trap.c,330,erode_obj,impossible,1,SYSTEM_WARNING,trap,literal,"erode_obj(%d): destroying strangely worn item [%d, 0x%08lx: %s]",4,
trap.c:L341:Your:6,c_source,trap.c,341,erode_obj,Your,1,PLAYER_CHANGE,trap,literal,%s %s completely %s.,3,
trap.c:L346:pline:7,c_source,trap.c,346,erode_obj,pline,1,NARRATION_PLINE,trap,literal,%s %s %s completely %s.,4,
trap.c:L366:Your:8,c_source,trap.c,366,grease_protect,Your,1,PLAYER_CHANGE,trap,literal,%s %s %s,3,
trap.c:L369:pline:9,c_source,trap.c,369,grease_protect,pline,1,NARRATION_PLINE,trap,literal,%s's %s %s %s,4,
trap.c:L372:pline:10,c_source,trap.c,372,grease_protect,pline,1,NARRATION_PLINE,trap,literal,%s %s,2,
trap.c:L375:pline_The:11,c_source,trap.c,375,grease_protect,pline_The,1,OBJECT_ACTION,trap,literal,grease dissolves.,0,
trap.c:L567:impossible:12,c_source,trap.c,567,maketrap,impossible,1,SYSTEM_WARNING,trap,literal,making fixed-dest tele trap pointing to itself,0,
trap.c:L618:pline:13,c_source,trap.c,618,fall_through,pline,1,NARRATION_PLINE,trap,literal,A trap door opens up under you!,0,
trap.c:L621:pline:14,c_source,trap.c,621,fall_through,pline,1,NARRATION_PLINE,trap,literal,There's a gaping hole under you!,0,
trap.c:L624:pline_The:15,c_source,trap.c,624,fall_through,pline_The,1,OBJECT_ACTION,trap,literal,%s opens up under you!,1,
trap.c:L646:pline_The:16,c_source,trap.c,646,fall_through,pline_The,1,OBJECT_ACTION,trap,literal,opening under you closes up.,0,
trap.c:L652:You:17,c_source,trap.c,652,fall_through,You,1,PLAYER_ACTION,trap,literal,%s down %s!,2,
trap.c:L677:You:18,c_source,trap.c,677,fall_through,You,1,PLAYER_ACTION,trap,literal,%s down a %s%sshaft!,3,
trap.c:L828:pline:19,c_source,trap.c,828,animate_statue,pline,1,NARRATION_PLINE,trap,literal,%s %s!,2,
trap.c:L830:pline_The:20,c_source,trap.c,830,animate_statue,pline_The,1,OBJECT_ACTION,trap,literal,%s suddenly seems more animated.,1,
trap.c:L836:pline:21,c_source,trap.c,836,animate_statue,pline,1,NARRATION_PLINE,trap,literal,"Instead of shattering, %s suddenly %s!",2,
trap.c:L839:You:22,c_source,trap.c,839,animate_statue,You,1,PLAYER_ACTION,trap,literal,find %s posing as a statue.,1,
trap.c:L863:You_feel:23,c_source,trap.c,863,animate_statue,You_feel,1,PERCEPTION_FEELING,trap,literal,guilty %s.,1,
trap.c:L866:You_feel:24,c_source,trap.c,866,animate_statue,You_feel,1,PERCEPTION_FEELING,trap,literal,regret %s.,1,
trap.c:L977:You:25,c_source,trap.c,977,mu_maybe_destroy_web,You,1,PLAYER_ACTION,trap,literal,%s %s spider web!,2,
trap.c:L982:pline_mon:26,c_source,trap.c,982,mu_maybe_destroy_web,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L992:You:27,c_source,trap.c,992,mu_maybe_destroy_web,You,1,PLAYER_ACTION,trap,literal,flow through %s spider web.,1,
trap.c:L994:pline_mon:28,c_source,trap.c,994,mu_maybe_destroy_web,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L1036:You:29,c_source,trap.c,1036,reset_utrap,You,1,PLAYER_ACTION,trap,literal,can fly.,0,
trap.c:L1169:impossible:30,c_source,trap.c,1169,m_harmless_trap,impossible,1,SYSTEM_WARNING,trap,literal,m_harmless_trap: unknown trap %i,1,
trap.c:L1184:You_hear:31,c_source,trap.c,1184,trapeffect_arrow_trap,You_hear,1,AUDIO_SE,trap,literal,a loud click!,0,
trap.c:L1195:pline:32,c_source,trap.c,1195,trapeffect_arrow_trap,pline,1,NARRATION_PLINE,trap,literal,An arrow shoots out at you!,0,
trap.c:L1220:pline_mon:33,c_source,trap.c,1220,trapeffect_arrow_trap,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L1248:You_hear:34,c_source,trap.c,1248,trapeffect_dart_trap,You_hear,1,AUDIO_SE,trap,literal,a soft click.,0,
trap.c:L1257:pline:35,c_source,trap.c,1257,trapeffect_dart_trap,pline,1,NARRATION_PLINE,trap,literal,A little dart shoots out at you!,0,
trap.c:L1291:pline_mon:36,c_source,trap.c,1291,trapeffect_dart_trap,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L1320:pline:37,c_source,trap.c,1320,trapeffect_rocktrap,pline,1,NARRATION_PLINE,trap,literal,"A trap door in %s opens, but nothing falls out!",1,
trap.c:L1336:pline:38,c_source,trap.c,1336,trapeffect_rocktrap,pline,1,NARRATION_PLINE,trap,literal,A trap door in %s opens and %s falls on your %s!,3,
trap.c:L1347:pline:39,c_source,trap.c,1347,trapeffect_rocktrap,pline,1,NARRATION_PLINE,trap,literal,"Unfortunately, you are wearing %s.",1,
trap.c:L1351:pline:40,c_source,trap.c,1351,trapeffect_rocktrap,pline,1,NARRATION_PLINE,trap,literal,"Fortunately, you are wearing a hard helmet.",0,
trap.c:L1354:pline:41,c_source,trap.c,1354,trapeffect_rocktrap,pline,1,NARRATION_PLINE,trap,literal,%s does not protect you.,1,
trap.c:L1356:pline:42,c_source,trap.c,1356,trapeffect_rocktrap,pline,1,NARRATION_PLINE,trap,literal,It passes harmlessly through you.,0,
trap.c:L1373:pline_mon:43,c_source,trap.c,1373,trapeffect_rocktrap,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L1415:You:44,c_source,trap.c,1415,trapeffect_sqky_board,You,1,PLAYER_ACTION,trap,literal,notice a crease in the linoleum.,0,
trap.c:L1417:You:45,c_source,trap.c,1417,trapeffect_sqky_board,You,1,PLAYER_ACTION,trap,literal,notice a loose board below you.,0,
trap.c:L1422:pline:46,c_source,trap.c,1422,trapeffect_sqky_board,pline,1,NARRATION_PLINE,trap,literal,A board beneath you %s%s%s.,3,
trap.c:L1438:pline_mon:47,c_source,trap.c,1438,trapeffect_sqky_board,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L1446:pline_mon:48,c_source,trap.c,1446,trapeffect_sqky_board,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L1459:You_hear:49,c_source,trap.c,1459,trapeffect_sqky_board,You_hear,1,AUDIO_SE,trap,literal,%s squeak %s.,2,
trap.c:L1488:pline:50,c_source,trap.c,1488,trapeffect_bear_trap,pline,1,NARRATION_PLINE,trap,literal,%s bear trap closes harmlessly through you.,1,
trap.c:L1495:pline:51,c_source,trap.c,1495,trapeffect_bear_trap,pline,1,NARRATION_PLINE,trap,literal,%s bear trap closes harmlessly over you.,1,
trap.c:L1500:pline:52,c_source,trap.c,1500,trapeffect_bear_trap,pline,1,NARRATION_PLINE,trap,literal,%s bear trap closes on %s %s!,3,
trap.c:L1506:pline:53,c_source,trap.c,1506,trapeffect_bear_trap,pline,1,NARRATION_PLINE,trap,literal,%s bear trap closes on your %s!,2,
trap.c:L1511:You:54,c_source,trap.c,1511,trapeffect_bear_trap,You,1,PLAYER_ACTION,trap,literal,howl in anger!,0,
trap.c:L1512:pline:55,c_source,trap.c,1512,trapeffect_bear_trap,pline,1,NARRATION_PLINE,trap,literal,%s protects your leg.,1,
trap.c:L1524:pline_mon:56,c_source,trap.c,1524,trapeffect_bear_trap,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L1534:You_hear:57,c_source,trap.c,1534,trapeffect_bear_trap,You_hear,1,AUDIO_SE,trap,literal,the roaring of an angry bear!,0,
trap.c:L1538:pline_mon:58,c_source,trap.c,1538,trapeffect_bear_trap,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L1557:You:59,c_source,trap.c,1557,trapeffect_slp_gas_trap,You,1,PLAYER_ACTION,trap,literal,are enveloped in a cloud of gas!,0,
trap.c:L1560:pline:60,c_source,trap.c,1560,trapeffect_slp_gas_trap,pline,1,NARRATION_PLINE,trap,literal,A cloud of gas puts you to sleep!,0,
trap.c:L1576:pline_mon:61,c_source,trap.c,1576,trapeffect_slp_gas_trap,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L1599:pline:62,c_source,trap.c,1599,trapeffect_rust_trap,pline,1,NARRATION_PLINE,trap,literal,%s you on the %s!,2,
trap.c:L1608:pline:63,c_source,trap.c,1608,trapeffect_rust_trap,pline,1,NARRATION_PLINE,trap,literal,%s your left %s!,2,
trap.c:L1617:pline:64,c_source,trap.c,1617,trapeffect_rust_trap,pline,1,NARRATION_PLINE,trap,literal,%s your right %s!,2,
trap.c:L1621:pline:65,c_source,trap.c,1621,trapeffect_rust_trap,pline,1,NARRATION_PLINE,trap,literal,%s you!,1,
trap.c:L1639:You:66,c_source,trap.c,1639,trapeffect_rust_trap,You,1,PLAYER_ACTION,trap,literal,are covered with rust!,0,
trap.c:L1654:pline_mon:67,c_source,trap.c,1654,trapeffect_rust_trap,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L1664:pline_mon:68,c_source,trap.c,1664,trapeffect_rust_trap,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L1680:pline_mon:69,c_source,trap.c,1680,trapeffect_rust_trap,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L1687:pline:70,c_source,trap.c,1687,trapeffect_rust_trap,pline,1,NARRATION_PLINE,trap,literal,%s %s!,2,
trap.c:L1706:pline_mon:71,c_source,trap.c,1706,trapeffect_rust_trap,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L1735:pline_mon:72,c_source,trap.c,1735,trapeffect_fire_trap,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L1743:You_see:73,c_source,trap.c,1743,trapeffect_fire_trap,You_see,1,VISUAL_PERCEPTION,trap,literal,a %s erupt from the %s!,2,
trap.c:L1751:pline:74,c_source,trap.c,1751,trapeffect_fire_trap,pline,1,NARRATION_PLINE,trap,literal,%s is uninjured.,1,
trap.c:L1801:You:75,c_source,trap.c,1801,trapeffect_fire_trap,You,1,PLAYER_ACTION,trap,literal,smell smoke.,0,
trap.c:L1848:You_see:76,c_source,trap.c,1848,trapeffect_pit,You_see,1,VISUAL_PERCEPTION,trap,literal,%s %spit below you.,2,
trap.c:L1850:pline:77,c_source,trap.c,1850,trapeffect_pit,pline,1,NARRATION_PLINE,trap,literal,%s pit %sopens up under you!,2,
trap.c:L1853:You:78,c_source,trap.c,1853,trapeffect_pit,You,1,PLAYER_ACTION,trap,literal,don't fall in!,0,
trap.c:L1872:You:79,c_source,trap.c,1872,trapeffect_pit,You,1,PLAYER_ACTION,trap,literal,carefully %s into the pit.,1,
trap.c:L1875:You:80,c_source,trap.c,1875,trapeffect_pit,You,1,PLAYER_ACTION,trap,literal,move into an adjacent pit.,0,
trap.c:L1877:You:81,c_source,trap.c,1877,trapeffect_pit,You,1,PLAYER_ACTION,trap,literal,stumble over debris%s.,1,
trap.c:L1882:You:82,c_source,trap.c,1882,trapeffect_pit,You,1,PLAYER_ACTION,trap,literal,%s into %s pit!,2,
trap.c:L1887:pline:83,c_source,trap.c,1887,trapeffect_pit,pline,1,NARRATION_PLINE,trap,literal,Fortunately it has a bottom after all...,0,
trap.c:L1891:pline:84,c_source,trap.c,1891,trapeffect_pit,pline,1,NARRATION_PLINE,trap,literal,How pitiful.  Isn't that the pits?,0,
trap.c:L1894:pline:85,c_source,trap.c,1894,trapeffect_pit,pline,1,NARRATION_PLINE,trap,literal,%s protects you from the sharp iron spikes.,1,
trap.c:L1900:pline:86,c_source,trap.c,1900,trapeffect_pit,pline,1,NARRATION_PLINE,trap,literal,%s %s %s!,3,
trap.c:L1905:You:87,c_source,trap.c,1905,trapeffect_pit,You,1,PLAYER_ACTION,trap,literal,%s %s!,2,
trap.c:L1971:pline_mon:88,c_source,trap.c,1971,trapeffect_pit,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L1980:pline_mon:89,c_source,trap.c,1980,trapeffect_pit,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L1986:pline:90,c_source,trap.c,1986,trapeffect_pit,pline,1,NARRATION_PLINE,trap,literal,How pitiful.  Isn't that the pits?,0,
trap.c:L2005:impossible:91,c_source,trap.c,2005,trapeffect_hole,impossible,1,SYSTEM_WARNING,trap,literal,dotrap: %ss cannot exist on this level.,1,
trap.c:L2024:impossible:92,c_source,trap.c,2024,trapeffect_hole,impossible,1,SYSTEM_WARNING,trap,literal,mintrap: %ss cannot exist on this level.,1,
trap.c:L2037:pline_mon:93,c_source,trap.c,2037,trapeffect_hole,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L2041:pline_mon:94,c_source,trap.c,2041,trapeffect_hole,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L2048:pline_mon:95,c_source,trap.c,2048,trapeffect_hole,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L2117:pline:96,c_source,trap.c,2117,trapeffect_web,pline,1,NARRATION_PLINE,trap,conditional,"trap->madeby_u ? ""You take a walk on your web.""                       : ""There is a spider web here.""",0,
trap.c:L2132:You:97,c_source,trap.c,2132,trapeffect_web,You,1,PLAYER_ACTION,trap,literal,%s %s spider web!,2,
trap.c:L2182:You:98,c_source,trap.c,2182,trapeffect_web,You,1,PLAYER_ACTION,trap,literal,tear through %s web!,1,
trap.c:L2208:You_hear:99,c_source,trap.c,2208,trapeffect_web,You_hear,1,AUDIO_SE,trap,literal,the roaring of a confused bear!,0,
trap.c:L2221:pline_mon:100,c_source,trap.c,2221,trapeffect_web,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L2242:pline_mon:101,c_source,trap.c,2242,trapeffect_web,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L2250:pline_mon:102,c_source,trap.c,2250,trapeffect_web,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L2278:You:103,c_source,trap.c,2278,trapeffect_magic_trap,You,1,PLAYER_ACTION,trap,literal,are caught in a magical explosion!,0,
trap.c:L2285:Your:104,c_source,trap.c,2285,trapeffect_magic_trap,Your,1,PLAYER_CHANGE,trap,literal,body absorbs some of the magical energy!,0,
trap.c:L2325:pline:105,c_source,trap.c,2325,trapeffect_anti_magic,pline,1,NARRATION_PLINE,trap,literal,A lethargic aura surrounds %s.,1,
trap.c:L2362:You_feel:106,c_source,trap.c,2362,trapeffect_anti_magic,You_feel,1,PERCEPTION_FEELING,trap,conditional,"(dmgval2 >= hp) ? ""unbearably torpid!""                      : (dmgval2 >= hp / 4) ? ""very lethargic.""                        : ""sluggish.""",0,
trap.c:L2398:pline_mon:107,c_source,trap.c,2398,trapeffect_anti_magic,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L2463:You:108,c_source,trap.c,2463,trapeffect_poly_trap,You,1,PLAYER_ACTION,trap,literal,%s a polymorph trap!,1,
trap.c:L2466:pline:109,c_source,trap.c,2466,trapeffect_poly_trap,pline,1,NARRATION_PLINE,trap,literal,%s warps strangely.,1,
trap.c:L2475:You_feel:110,c_source,trap.c,2475,trapeffect_poly_trap,You_feel,1,PERCEPTION_FEELING,trap,literal,momentarily different.,0,
trap.c:L2481:You_feel:111,c_source,trap.c,2481,trapeffect_poly_trap,You_feel,1,PERCEPTION_FEELING,trap,literal,a change coming over you.,0,
trap.c:L2492:impossible:112,c_source,trap.c,2492,trapeffect_poly_trap,impossible,1,SYSTEM_WARNING,trap,literal,re-equipping iron shoes destroyed them?,0,
trap.c:L2537:pline:113,c_source,trap.c,2537,trapeffect_landmine,pline,1,NARRATION_PLINE,trap,literal,%s %s in a pile of soil below you.,2,
trap.c:L2545:pline:114,c_source,trap.c,2545,trapeffect_landmine,pline,1,NARRATION_PLINE,trap,literal,KAABLAMM!!!  %s %s%s off!,3,
trap.c:L2559:pline:115,c_source,trap.c,2559,trapeffect_landmine,pline,1,NARRATION_PLINE,trap,literal,KAABLAMM!!!  You triggered %s land mine!,1,
trap.c:L2597:pline_mon:116,c_source,trap.c,2597,trapeffect_landmine,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L2606:pline_The:117,c_source,trap.c,2606,trapeffect_landmine,pline_The,1,OBJECT_ACTION,trap,literal,air currents set %s off!,1,
trap.c:L2609:pline_mon:118,c_source,trap.c,2609,trapeffect_landmine,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L2615:pline:119,c_source,trap.c,2615,trapeffect_landmine,pline,1,NARRATION_PLINE,trap,literal,Kaablamm!  %s an explosion in the distance!,1,
trap.c:L2648:pline:120,c_source,trap.c,2648,trapeffect_rolling_boulder_trap,pline,1,NARRATION_PLINE,trap,literal,%sYou trigger a rolling boulder trap!,1,
trap.c:L2659:pline:121,c_source,trap.c,2659,trapeffect_rolling_boulder_trap,pline,1,NARRATION_PLINE,trap,literal,No boulder was released.,0,
trap.c:L2664:pline:122,c_source,trap.c,2664,trapeffect_rolling_boulder_trap,pline,1,NARRATION_PLINE,trap,literal,"Fortunately for you, no boulder was released.",0,
trap.c:L2677:pline_mon:123,c_source,trap.c,2677,trapeffect_rolling_boulder_trap,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L2738:You_see:124,c_source,trap.c,2738,trapeffect_vibrating_square,You_see,1,VISUAL_PERCEPTION,trap,literal,a strange vibration beneath %s.,1,
trap.c:L2742:You_see:125,c_source,trap.c,2742,trapeffect_vibrating_square,You_see,1,VISUAL_PERCEPTION,trap,literal,the ground vibrate %s.,1,
trap.c:L2774:impossible:126,c_source,trap.c,2774,immune_to_trap,impossible,1,SYSTEM_WARNING,trap,literal,immune_to_trap: null monster,0,
trap.c:L2912:impossible:127,c_source,trap.c,2912,immune_to_trap,impossible,1,SYSTEM_WARNING,trap,literal,immune_to_trap: bad ttype %u,1,
trap.c:L2969:impossible:128,c_source,trap.c,2969,trapeffect_selector,impossible,1,SYSTEM_WARNING,trap,literal,%s encountered a strange trap of type %d.,2,
trap.c:L3002:pline:129,c_source,trap.c,3002,dotrap,pline,1,NARRATION_PLINE,trap,literal,Air currents pull you down into %s %s!,2,
trap.c:L3008:You:130,c_source,trap.c,3008,dotrap,You,1,PLAYER_ACTION,trap,literal,%s over %s %s.,3,
trap.c:L3024:You:131,c_source,trap.c,3024,dotrap,You,1,PLAYER_ACTION,trap,literal,escape %s %s.,2,
trap.c:L3088:impossible:132,c_source,trap.c,3088,steedintrap,impossible,1,SYSTEM_WARNING,trap,literal,steed hit by non-existent arrow?,0,
trap.c:L3096:impossible:133,c_source,trap.c,3096,steedintrap,impossible,1,SYSTEM_WARNING,trap,literal,steed hit by non-existent dart?,0,
trap.c:L3112:pline:134,c_source,trap.c,3112,steedintrap,pline,1,NARRATION_PLINE,trap,literal,%s suddenly falls asleep!,1,
trap.c:L3298:You_see:135,c_source,trap.c,3298,launch_obj,You_see,1,VISUAL_PERCEPTION,trap,literal,%s start to roll.,1,
trap.c:L3303:You_hear:136,c_source,trap.c,3303,launch_obj,You_hear,1,AUDIO_SE,trap,literal,someone bowling.,0,
trap.c:L3307:You_hear:137,c_source,trap.c,3307,launch_obj,You_hear,1,AUDIO_SE,trap,literal,rumbling %s.,1,
trap.c:L3373:pline_mon:138,c_source,trap.c,3373,launch_obj,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L3414:pline:139,c_source,trap.c,3414,launch_obj,pline,1,NARRATION_PLINE,trap,literal,KAABLAMM!!!%s,1,
trap.c:L3455:You_hear:140,c_source,trap.c,3455,launch_obj,You_hear,1,AUDIO_SE,trap,literal,a rumbling stop abruptly.,0,
trap.c:L3499:You_hear:141,c_source,trap.c,3499,launch_obj,You_hear,1,AUDIO_SE,trap,literal,a loud crash%s!,1,
trap.c:L3514:pline_The:142,c_source,trap.c,3514,launch_obj,pline_The,1,OBJECT_ACTION,trap,literal,boulder crashes through a door.,0,
trap.c:L3534:pline:143,c_source,trap.c,3534,launch_obj,pline,1,NARRATION_PLINE,trap,literal,Thump!,0,
trap.c:L3731:pline_mon:144,c_source,trap.c,3731,mintrap,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L3743:pline:145,c_source,trap.c,3743,mintrap,pline,1,NARRATION_PLINE,trap,literal,%s climbs %sout of the pit.,2,
trap.c:L3747:pline:146,c_source,trap.c,3747,mintrap,pline,1,NARRATION_PLINE,trap,literal,%s pulls free of the %s.,2,
trap.c:L3755:pline_mon:147,c_source,trap.c,3755,mintrap,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L3761:pline_mon:148,c_source,trap.c,3761,mintrap,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L3812:pline_mon:149,c_source,trap.c,3812,mintrap,pline_mon,1,MONSTER_EVENT,trap,variable,mtmp,0,
trap.c:L3822:urgent_pline:150,c_source,trap.c,3822,instapetrify,urgent_pline,1,NARRATION_URGENT,trap,literal,You turn to stone...,0,
trap.c:L3835:pline_mon:151,c_source,trap.c,3835,minstapetrify,pline_mon,1,MONSTER_EVENT,trap,variable,mon,0,
trap.c:L3851:pline:152,c_source,trap.c,3851,selftouch,pline,1,NARRATION_PLINE,trap,literal,%s touch the %s corpse.,2,
trap.c:L3873:pline:153,c_source,trap.c,3873,selftouch,pline,1,NARRATION_PLINE,trap,literal,%s touch the %s corpse.,2,
trap.c:L3894:pline_mon:154,c_source,trap.c,3894,mselftouch,pline_mon,1,MONSTER_EVENT,trap,variable,mon,0,
trap.c:L3905:You:155,c_source,trap.c,3905,float_up,You,1,PLAYER_ACTION,trap,literal,"float up, out of the %s!",1,
trap.c:L3917:Your:156,c_source,trap.c,3917,float_up,Your,1,PLAYER_CHANGE,trap,literal,"body pulls upward, but your %s are still stuck.",1,
trap.c:L3933:You:157,c_source,trap.c,3933,float_up,You,1,PLAYER_ACTION,trap,literal,"feel lighter, but your %s is still chained to the %s.",2,
trap.c:L3945:You:158,c_source,trap.c,3945,float_up,You,1,PLAYER_ACTION,trap,literal,"float up slightly, but you are still stuck in the %s.",1,
trap.c:L3948:You:159,c_source,trap.c,3948,float_up,You,1,PLAYER_ACTION,trap,literal,"float up slightly, but your %s is still stuck.",1,
trap.c:L3951:pline:160,c_source,trap.c,3951,float_up,pline,1,NARRATION_PLINE,trap,literal,It feels as though you've lost some weight.,0,
trap.c:L3958:You:161,c_source,trap.c,3958,float_up,You,1,PLAYER_ACTION,trap,literal,float away from the %s.,1,
trap.c:L3959:You:162,c_source,trap.c,3959,float_up,You,1,PLAYER_ACTION,trap,literal,spiral up into %s.,1,
trap.c:L3960:pline:163,c_source,trap.c,3960,float_up,pline,1,NARRATION_PLINE,trap,literal,"Up, up, and awaaaay!  You're walking on air!",0,
trap.c:L3962:You:164,c_source,trap.c,3962,float_up,You,1,PLAYER_ACTION,trap,literal,gain control over your movements.,0,
trap.c:L3963:You:165,c_source,trap.c,3963,float_up,You,1,PLAYER_ACTION,trap,literal,start to float in the air!,0,
