"3.7.0_Index","5.0.0_Index","Name_3.7.0","Name_5.0.0"
"478","869","object: aklys","thonged club / aklys"
"479","870","object: flail","flail"
"480","871","object: bullwhip","bullwhip"
"481","812","object: bow","crossbow bolt"
"482","872","object: elven bow","bow"
"483","872","object: orcish bow","bow"
"484","875","object: yumi","long bow / yumi"
"485","876","object: sling","sling"
"486","812","object: crossbow","crossbow bolt"
"487","878","object: elven leather helm","leather hat / elven leather helm"
"488","879","object: orcish helm","iron skull cap / orcish helm"
"489","880","object: dwarvish iron helm","hard hat / dwarvish iron helm"
"490","881","object: fedora","fedora"
"491","882","object: cornuthaum","conical hat / cornuthaum"
"492","883","object: dunce cap","conical hat / dunce cap"
"493","884","object: dented pot","dented pot"
"494","885","object: helm of brilliance","crystal helmet / helm of brilliance"
"495","885","object: helmet","crystal helmet / helm of brilliance"
"496","887","object: helm of caution","etched helmet / helm of caution"
"497","888","object: helm of opposite alignment","crested helmet / helm of opposite alignment"
"498","889","object: helm of telepathy","visored helmet / helm of telepathy"
"499","890","object: gray dragon scale mail","gray dragon scale mail"
"500","891","object: gold dragon scale mail","gold dragon scale mail"
"501","892","object: silver dragon scale mail","silver dragon scale mail"
"502","894","object: red dragon scale mail","red dragon scale mail"
"503","895","object: white dragon scale mail","white dragon scale mail"
"504","896","object: orange dragon scale mail","orange dragon scale mail"
"505","897","object: black dragon scale mail","black dragon scale mail"
"506","898","object: blue dragon scale mail","blue dragon scale mail"
"507","899","object: green dragon scale mail","green dragon scale mail"
"508","900","object: yellow dragon scale mail","yellow dragon scale mail"
"509","901","object: gray dragon scales","gray dragon scales"
"510","902","object: gold dragon scales","gold dragon scales"
"511","903","object: silver dragon scales","silver dragon scales"
"512","905","object: red dragon scales","red dragon scales"
"513","906","object: white dragon scales","white dragon scales"
"514","907","object: orange dragon scales","orange dragon scales"
"515","908","object: black dragon scales","black dragon scales"
"516","909","object: blue dragon scales","blue dragon scales"
"517","910","object: green dragon scales","green dragon scales"
"518","911","object: yellow dragon scales","yellow dragon scales"
"519","912","object: plate mail","plate mail"
"520","912","object: crystal plate mail","plate mail"
"521","912","object: bronze plate mail","plate mail"
"522","915","object: splint mail","splint mail"
"523","916","object: banded mail","banded mail"
"524","917","object: dwarvish mithril-coat","dwarvish mithril-coat"
"525","918","object: elven mithril-coat","elven mithril-coat"
"526","919","object: chain mail","chain mail"
"527","919","object: orcish chain mail","chain mail"
"528","890","object: scale mail","gray dragon scale mail"
"529","922","object: studded leather armor","studded leather armor"
"530","923","object: ring mail","ring mail"
"531","923","object: orcish ring mail","ring mail"
"532","922","object: leather armor","studded leather armor"
"533","926","object: leather jacket","leather jacket"
"534","927","object: Hawaiian shirt","Hawaiian shirt"
"535","928","object: T-shirt","T-shirt"
"536","929","object: mummy wrapping","mummy wrapping"
"537","930","object: elven cloak","faded pall / elven cloak"
"538","931","object: orcish cloak","coarse mantelet / orcish cloak"
"539","932","object: dwarvish cloak","hooded cloak / dwarvish cloak"
"540","933","object: oilskin cloak","slippery cloak / oilskin cloak"
"541","934","object: robe","robe"
"542","935","object: alchemy smock","apron / alchemy smock"
"543","936","object: leather cloak","leather cloak"
"544","937","object: cloak of protection","tattered cape / cloak of protection"
"545","938","object: cloak of invisibility","opera cloak / cloak of invisibility"
"546","939","object: cloak of magic resistance","ornamental cope / cloak of magic resistance"
"547","940","object: cloak of displacement","piece of cloth / cloak of displacement"
"548","941","object: small shield","wooden shield / small shield"
"549","944","object: elven shield","blue and green shield / elven shield"
"550","945","object: Uruk-hai shield","white-handed shield / Uruk-hai shield"
"551","946","object: orcish shield","red-eyed shield / orcish shield"
"552","947","object: large shield","large shield"
"553","948","object: dwarvish roundshield","large round shield / dwarvish roundshield"
"554","949","object: shield of reflection","polished silver shield / shield of reflection"
"555","950","object: leather gloves","old gloves / leather gloves"
"556","951","object: gauntlets of fumbling","padded gloves / gauntlets of fumbling"
"557","952","object: gauntlets of power","riding gloves / gauntlets of power"
"558","953","object: gauntlets of dexterity","fencing gloves / gauntlets of dexterity"
"559","954","object: low boots","walking shoes / low boots"
"560","955","object: iron shoes","hard shoes / iron shoes"
"561","956","object: high boots","jackboots / high boots"
"562","957","object: speed boots","combat boots / speed boots"
"563","958","object: water walking boots","jungle boots / water walking boots"
"564","959","object: jumping boots","hiking boots / jumping boots"
"565","960","object: elven boots","mud boots / elven boots"
"566","961","object: kicking boots","buckled boots / kicking boots"
"567","962","object: fumble boots","riding boots / fumble boots"
"568","963","object: levitation boots","snow boots / levitation boots"
"569","964","object: adornment","wooden / adornment"
"570","965","object: gain strength","granite / gain strength"
"571","966","object: gain constitution","opal / gain constitution"
"572","967","object: increase accuracy","clay / increase accuracy"
"573","968","object: increase damage","coral / increase damage"
"574","937","object: protection","tattered cape / cloak of protection"
"575","970","object: regeneration","moonstone / regeneration"
"576","971","object: searching","tiger eye / searching"
"577","972","object: stealth","jade / stealth"
"578","973","object: sustain ability","bronze / sustain ability"
"579","963","object: levitation","snow boots / levitation boots"
"580","975","object: hunger","topaz / hunger"
"581","976","object: aggravate monster","sapphire / aggravate monster"
"582","977","object: conflict","ruby / conflict"
"583","978","object: warning","diamond / warning"
"584","979","object: poison resistance","pearl / poison resistance"
"585","980","object: fire resistance","iron / fire resistance"
"586","981","object: cold resistance","brass / cold resistance"
"587","943","object: shock resistance","wooden shield / shield of shock resistance"
"588","983","object: free action","twisted / free action"
"589","984","object: slow digestion","steel / slow digestion"
"590","985","object: teleportation","silver / teleportation"
"591","986","object: teleport control","gold / teleport control"
"592","","object: amulet of clairvoyance",""
"593","","object: amulet of drain resistance",""
"594","992","object: amulet of ESP","circular / amulet of ESP"
"595","993","object: amulet of life saving","spherical / amulet of life saving"
"596","1000","object: amulet of magical breathing","octagonal / amulet of magical breathing"
"597","999","object: amulet of reflection","hexagonal / amulet of reflection"
"598","995","object: amulet of restful sleep","triangular / amulet of restful sleep"
"599","994","object: amulet of strangulation","oval / amulet of strangulation"
"600","998","object: amulet of unchanging","concave / amulet of unchanging"
"601","996","object: amulet versus poison","pyramidal / amulet versus poison"
"602","1005","object: large box","large box"
"603","1006","object: chest","chest"
"604","1007","object: ice box","ice box"
"605","1008","object: sack","bag / sack"
"606","1009","object: oilskin sack","bag / oilskin sack"
"607","1010","object: bag of holding","bag / bag of holding"
"608","1011","object: bag of tricks","bag / bag of tricks"
"609","1012","object: skeleton key","key / skeleton key"
"610","1013","object: lock pick","lock pick"
"611","1014","object: credit card","credit card"
"612","1015","object: tallow candle","candle / tallow candle"
"613","1016","object: wax candle","candle / wax candle"
"614","1017","object: brass lantern","brass lantern"
"615","1018","object: oil lamp","lamp / oil lamp"
"616","1020","object: expensive camera","expensive camera"
"617","1021","object: mirror","looking glass / mirror"
"618","1022","object: crystal ball","glass orb / crystal ball"
"619","1023","object: lenses","lenses"
"620","1024","object: blindfold","blindfold"
"621","1025","object: towel","towel"
"622","1026","object: saddle","saddle"
"623","1027","object: leash","leash"
"624","1028","object: stethoscopes","stethoscope"
"625","1029","object: tinning kit","tinning kit"
"626","1030","object: tin opener","tin opener"
"627","1031","object: can of grease","can of grease"
"628","1032","object: figurine","figurine"
"629","1033","object: magic marker","magic marker"
"630","1034","object: land mine","land mine"
"631","1035","object: beartrap","beartrap"
"632","1029","object: tin","tinning kit"
"633","","object: potion of oil",""
"634","1058","object: meatball","meatball"
"635","1061","object: meat ring","meat ring"
"636","1059","object: meat stick","meat stick"
"637","1057","object: egg","egg"
"638","1075","object: clove of garlic","clove of garlic"
"639","","object: onion",""
"640","1068","object: apple","apple"
"641","816","object: pear","spear"
"642","1072","object: banana","banana"
"643","896","object: orange","orange dragon scale mail"
"644","1080","object: fortune cookie","fortune cookie"
"645","1079","object: candy bar","candy bar"
"646","1081","object: pancake","pancake"
"647","1082","object: Lembas wafer","lembas wafer"
"648","1083","object: cram ration","cram ration"
"649","1084","object: food ration","food ration"
"650","1085","object: K-ration","K-ration"
"651","1086","object: C-ration","C-ration"
"652","1076","object: slime mold","slime mold"
"653","1088","object: gain ability","ruby / gain ability"
"654","1089","object: restore ability","pink / restore ability"
"655","1090","object: confusion","orange / confusion"
"656","1091","object: blindness","yellow / blindness"
"657","1092","object: paralysis","emerald / paralysis"
"658","957","object: speed","combat boots / speed boots"
"659","","object: halluncination",""
"660","938","object: invisibility","opera cloak / cloak of invisibility"
"661","990","object: see invisible","engagement / see invisible"
"662","1098","object: healing","purple-red / healing"
"663","1099","object: extra healing","puce / extra healing"
"664","1106","object: full healing","black / full healing"
"665","987","object: polymorph","ivory / polymorph"
"666","958","object: water","jungle boots / water walking boots"
"667","1114","object: enchant armor","ZELGO MER / enchant armor"
"668","1119","object: enchant weapon","DAIYEN FOOELS / enchant weapon"
"669","1127","object: identify","KERNOD WEL / identify"
"670","1056","object: light","giant ant / killer bee / soldier ant / fire ant / giant beetle / queen bee / acid blob / quivering blob / gelatinous cube / chickatrice / cockatrice / pyrolisk / jackal / fox / coyote / werejackal / little dog / dingo / dog / large dog / wolf / werewolf / winter wolf cub / warg / winter wolf / hell hound pup / hell hound / gas spore / floating eye / freezing sphere / flaming sphere / shocking sphere / kitten / housecat / jaguar / lynx / panther / large cat / tiger / displacer beast / gremlin / gargoyle / winged gargoyle / hobbit / dwarf / bugbear / dwarf leader / dwarf ruler / mind flayer / master mind flayer / manes / homunculus / imp / lemure / quasit / tengu / blue jelly / spotted jelly / ochre jelly / kobold / large kobold / kobold leader / kobold shaman / leprechaun / small mimic / large mimic / giant mimic / wood nymph / water nymph / mountain nymph / goblin / hobgoblin / orc / hill orc / Mordor orc / Uruk-hai / orc shaman / orc-captain / rock piercer / iron piercer / glass piercer / rothe / mumak / leocrotta / wumpus / titanothere / baluchitherium / mastodon / sewer rat / giant rat / rabid rat / wererat / rock mole / woodchuck / cave spider / centipede / giant spider / scorpion / lurker above / trapper / pony / white unicorn / gray unicorn / black unicorn / horse / warhorse / fog cloud / dust vortex / ice vortex / energy vortex / steam vortex / fire vortex / baby long worm / baby purple worm / long worm / purple worm / grid bug / xan / yellow light / black light / zruty / couatl / Aleax / Angel / ki-rin / Archon / bat / giant bat / raven / vampire bat / plains centaur / forest centaur / mountain centaur / baby gray dragon / baby gold dragon / baby silver dragon / baby red dragon / baby white dragon / baby orange dragon / baby black dragon / baby blue dragon / baby green dragon / baby yellow dragon / gray dragon / gold dragon / silver dragon / red dragon / white dragon / orange dragon / black dragon / blue dragon / green dragon / yellow dragon / stalker / air elemental / fire elemental / earth elemental / water elemental / lichen / brown mold / yellow mold / green mold / red mold / shrieker / violet fungus / gnome / gnome leader / gnomish wizard / gnome ruler / giant / stone giant / hill giant / fire giant / frost giant / ettin / storm giant / titan / minotaur / jabberwock / Keystone Kop / Kop Sergeant / Kop Lieutenant / Kop Kaptain / lich / demilich / master lich / arch-lich / kobold mummy / gnome mummy / orc mummy / dwarf mummy / elf mummy / human mummy / ettin mummy / giant mummy / red naga hatchling / black naga hatchling / golden naga hatchling / guardian naga hatchling / red naga / black naga / golden naga / guardian naga / ogre / ogre leader / ogre tyrant / gray ooze / brown pudding / green slime / black pudding / quantum mechanic / genetic engineer / rust monster / disenchanter / garter snake / snake / water moccasin / python / pit viper / cobra / troll / ice troll / rock troll / water troll / Olog-hai / umber hulk / vampire / vampire leader / Vlad the Impaler / barrow wight / wraith / Nazgul / xorn / monkey / ape / owlbear / yeti / carnivorous ape / sasquatch / kobold zombie / gnome zombie / orc zombie / dwarf zombie / elf zombie / human zombie / ettin zombie / ghoul / giant zombie / skeleton / straw golem / paper golem / rope golem / gold golem / leather golem / wood golem / flesh golem / clay golem / stone golem / glass golem / iron golem / human / elf / Woodland-elf / Green-elf / Grey-elf / elf-noble / elven monarch / doppelganger / shopkeeper / guard / prisoner / Oracle / aligned cleric / high cleric / soldier / sergeant / nurse / lieutenant / captain / watchman / watch captain / Medusa / Wizard of Yendor / Croesus / ghost / shade / water demon / amorous demon / horned devil / erinys / barbed devil / marilith / vrock / hezrou / bone devil / ice devil / nalfeshnee / pit fiend / sandestin / balrog / Juiblex / Yeenoghu / Orcus / Geryon / Dispater / Baalzebub / Asmodeus / Demogorgon / Death / Pestilence / Famine / mail daemon / djinni / jellyfish / piranha / shark / giant eel / electric eel / kraken / newt / gecko / iguana / baby crocodile / lizard / chameleon / crocodile / salamander / long worm tail / archeologist / barbarian / cave dweller / healer / knight / monk / cleric / ranger / rogue / samurai / tourist / valkyrie / wizard / Lord Carnarvon / Pelias / Shaman Karnov / Hippocrates / King Arthur / Grand Master / Arch Priest / Orion / Master of Thieves / Lord Sato / Twoflower / Norn / Neferet the Green / Minion of Huhetotl / Thoth Amon / Chromatic Dragon / Cyclops / Ixoth / Master Kaen / Nalzok / Scorpius / Master Assassin / Ashikaga Takauji / Lord Surtur / Dark One / student / chieftain / neanderthal / attendant / page / abbot / acolyte / hunter / thug / ninja / roshi / guide / warrior / apprentice / corpse"
"671","1056","object: blank paper","giant ant / killer bee / soldier ant / fire ant / giant beetle / queen bee / acid blob / quivering blob / gelatinous cube / chickatrice / cockatrice / pyrolisk / jackal / fox / coyote / werejackal / little dog / dingo / dog / large dog / wolf / werewolf / winter wolf cub / warg / winter wolf / hell hound pup / hell hound / gas spore / floating eye / freezing sphere / flaming sphere / shocking sphere / kitten / housecat / jaguar / lynx / panther / large cat / tiger / displacer beast / gremlin / gargoyle / winged gargoyle / hobbit / dwarf / bugbear / dwarf leader / dwarf ruler / mind flayer / master mind flayer / manes / homunculus / imp / lemure / quasit / tengu / blue jelly / spotted jelly / ochre jelly / kobold / large kobold / kobold leader / kobold shaman / leprechaun / small mimic / large mimic / giant mimic / wood nymph / water nymph / mountain nymph / goblin / hobgoblin / orc / hill orc / Mordor orc / Uruk-hai / orc shaman / orc-captain / rock piercer / iron piercer / glass piercer / rothe / mumak / leocrotta / wumpus / titanothere / baluchitherium / mastodon / sewer rat / giant rat / rabid rat / wererat / rock mole / woodchuck / cave spider / centipede / giant spider / scorpion / lurker above / trapper / pony / white unicorn / gray unicorn / black unicorn / horse / warhorse / fog cloud / dust vortex / ice vortex / energy vortex / steam vortex / fire vortex / baby long worm / baby purple worm / long worm / purple worm / grid bug / xan / yellow light / black light / zruty / couatl / Aleax / Angel / ki-rin / Archon / bat / giant bat / raven / vampire bat / plains centaur / forest centaur / mountain centaur / baby gray dragon / baby gold dragon / baby silver dragon / baby red dragon / baby white dragon / baby orange dragon / baby black dragon / baby blue dragon / baby green dragon / baby yellow dragon / gray dragon / gold dragon / silver dragon / red dragon / white dragon / orange dragon / black dragon / blue dragon / green dragon / yellow dragon / stalker / air elemental / fire elemental / earth elemental / water elemental / lichen / brown mold / yellow mold / green mold / red mold / shrieker / violet fungus / gnome / gnome leader / gnomish wizard / gnome ruler / giant / stone giant / hill giant / fire giant / frost giant / ettin / storm giant / titan / minotaur / jabberwock / Keystone Kop / Kop Sergeant / Kop Lieutenant / Kop Kaptain / lich / demilich / master lich / arch-lich / kobold mummy / gnome mummy / orc mummy / dwarf mummy / elf mummy / human mummy / ettin mummy / giant mummy / red naga hatchling / black naga hatchling / golden naga hatchling / guardian naga hatchling / red naga / black naga / golden naga / guardian naga / ogre / ogre leader / ogre tyrant / gray ooze / brown pudding / green slime / black pudding / quantum mechanic / genetic engineer / rust monster / disenchanter / garter snake / snake / water moccasin / python / pit viper / cobra / troll / ice troll / rock troll / water troll / Olog-hai / umber hulk / vampire / vampire leader / Vlad the Impaler / barrow wight / wraith / Nazgul / xorn / monkey / ape / owlbear / yeti / carnivorous ape / sasquatch / kobold zombie / gnome zombie / orc zombie / dwarf zombie / elf zombie / human zombie / ettin zombie / ghoul / giant zombie / skeleton / straw golem / paper golem / rope golem / gold golem / leather golem / wood golem / flesh golem / clay golem / stone golem / glass golem / iron golem / human / elf / Woodland-elf / Green-elf / Grey-elf / elf-noble / elven monarch / doppelganger / shopkeeper / guard / prisoner / Oracle / aligned cleric / high cleric / soldier / sergeant / nurse / lieutenant / captain / watchman / watch captain / Medusa / Wizard of Yendor / Croesus / ghost / shade / water demon / amorous demon / horned devil / erinys / barbed devil / marilith / vrock / hezrou / bone devil / ice devil / nalfeshnee / pit fiend / sandestin / balrog / Juiblex / Yeenoghu / Orcus / Geryon / Dispater / Baalzebub / Asmodeus / Demogorgon / Death / Pestilence / Famine / mail daemon / djinni / jellyfish / piranha / shark / giant eel / electric eel / kraken / newt / gecko / iguana / baby crocodile / lizard / chameleon / crocodile / salamander / long worm tail / archeologist / barbarian / cave dweller / healer / knight / monk / cleric / ranger / rogue / samurai / tourist / valkyrie / wizard / Lord Carnarvon / Pelias / Shaman Karnov / Hippocrates / King Arthur / Grand Master / Arch Priest / Orion / Master of Thieves / Lord Sato / Twoflower / Norn / Neferet the Green / Minion of Huhetotl / Thoth Amon / Chromatic Dragon / Cyclops / Ixoth / Master Kaen / Nalzok / Scorpius / Master Assassin / Ashikaga Takauji / Lord Surtur / Dark One / student / chieftain / neanderthal / attendant / page / abbot / acolyte / hunter / thug / ninja / roshi / guide / warrior / apprentice / corpse"
"672","1118","object: remove curse","PRATYAVAYAH / remove curse"
"673","1125","object: gold detection","THARR / gold detection"
"674","1126","object: food detection","YUM YUM / food detection"
"675","1128","object: magic mapping","ELAM EBOW / magic mapping"
"676","1117","object: scare monster","XIXAXA XOXAXA XUXAXA / scare monster"
"677","1121","object: taming","PRIRUTSENIE / taming"
"678","1129","object: amnesia","DUAM XNAHT / amnesia"
"679","1049","object: earth","drum / drum of earthquake"
"680","980","object: fire","iron / fire resistance"
"681","1132","object: punishment","VE FORBRYDERNE / punishment"
"682","1133","object: charging","HACKEM MUCHE / charging"
"683","1122","object: genocide","ELBIB YLOH / genocide"
"684","1087","object: stinking cloud","tin"
"685","1056","object: force bolt","giant ant / killer bee / soldier ant / fire ant / giant beetle / queen bee / acid blob / quivering blob / gelatinous cube / chickatrice / cockatrice / pyrolisk / jackal / fox / coyote / werejackal / little dog / dingo / dog / large dog / wolf / werewolf / winter wolf cub / warg / winter wolf / hell hound pup / hell hound / gas spore / floating eye / freezing sphere / flaming sphere / shocking sphere / kitten / housecat / jaguar / lynx / panther / large cat / tiger / displacer beast / gremlin / gargoyle / winged gargoyle / hobbit / dwarf / bugbear / dwarf leader / dwarf ruler / mind flayer / master mind flayer / manes / homunculus / imp / lemure / quasit / tengu / blue jelly / spotted jelly / ochre jelly / kobold / large kobold / kobold leader / kobold shaman / leprechaun / small mimic / large mimic / giant mimic / wood nymph / water nymph / mountain nymph / goblin / hobgoblin / orc / hill orc / Mordor orc / Uruk-hai / orc shaman / orc-captain / rock piercer / iron piercer / glass piercer / rothe / mumak / leocrotta / wumpus / titanothere / baluchitherium / mastodon / sewer rat / giant rat / rabid rat / wererat / rock mole / woodchuck / cave spider / centipede / giant spider / scorpion / lurker above / trapper / pony / white unicorn / gray unicorn / black unicorn / horse / warhorse / fog cloud / dust vortex / ice vortex / energy vortex / steam vortex / fire vortex / baby long worm / baby purple worm / long worm / purple worm / grid bug / xan / yellow light / black light / zruty / couatl / Aleax / Angel / ki-rin / Archon / bat / giant bat / raven / vampire bat / plains centaur / forest centaur / mountain centaur / baby gray dragon / baby gold dragon / baby silver dragon / baby red dragon / baby white dragon / baby orange dragon / baby black dragon / baby blue dragon / baby green dragon / baby yellow dragon / gray dragon / gold dragon / silver dragon / red dragon / white dragon / orange dragon / black dragon / blue dragon / green dragon / yellow dragon / stalker / air elemental / fire elemental / earth elemental / water elemental / lichen / brown mold / yellow mold / green mold / red mold / shrieker / violet fungus / gnome / gnome leader / gnomish wizard / gnome ruler / giant / stone giant / hill giant / fire giant / frost giant / ettin / storm giant / titan / minotaur / jabberwock / Keystone Kop / Kop Sergeant / Kop Lieutenant / Kop Kaptain / lich / demilich / master lich / arch-lich / kobold mummy / gnome mummy / orc mummy / dwarf mummy / elf mummy / human mummy / ettin mummy / giant mummy / red naga hatchling / black naga hatchling / golden naga hatchling / guardian naga hatchling / red naga / black naga / golden naga / guardian naga / ogre / ogre leader / ogre tyrant / gray ooze / brown pudding / green slime / black pudding / quantum mechanic / genetic engineer / rust monster / disenchanter / garter snake / snake / water moccasin / python / pit viper / cobra / troll / ice troll / rock troll / water troll / Olog-hai / umber hulk / vampire / vampire leader / Vlad the Impaler / barrow wight / wraith / Nazgul / xorn / monkey / ape / owlbear / yeti / carnivorous ape / sasquatch / kobold zombie / gnome zombie / orc zombie / dwarf zombie / elf zombie / human zombie / ettin zombie / ghoul / giant zombie / skeleton / straw golem / paper golem / rope golem / gold golem / leather golem / wood golem / flesh golem / clay golem / stone golem / glass golem / iron golem / human / elf / Woodland-elf / Green-elf / Grey-elf / elf-noble / elven monarch / doppelganger / shopkeeper / guard / prisoner / Oracle / aligned cleric / high cleric / soldier / sergeant / nurse / lieutenant / captain / watchman / watch captain / Medusa / Wizard of Yendor / Croesus / ghost / shade / water demon / amorous demon / horned devil / erinys / barbed devil / marilith / vrock / hezrou / bone devil / ice devil / nalfeshnee / pit fiend / sandestin / balrog / Juiblex / Yeenoghu / Orcus / Geryon / Dispater / Baalzebub / Asmodeus / Demogorgon / Death / Pestilence / Famine / mail daemon / djinni / jellyfish / piranha / shark / giant eel / electric eel / kraken / newt / gecko / iguana / baby crocodile / lizard / chameleon / crocodile / salamander / long worm tail / archeologist / barbarian / cave dweller / healer / knight / monk / cleric / ranger / rogue / samurai / tourist / valkyrie / wizard / Lord Carnarvon / Pelias / Shaman Karnov / Hippocrates / King Arthur / Grand Master / Arch Priest / Orion / Master of Thieves / Lord Sato / Twoflower / Norn / Neferet the Green / Minion of Huhetotl / Thoth Amon / Chromatic Dragon / Cyclops / Ixoth / Master Kaen / Nalzok / Scorpius / Master Assassin / Ashikaga Takauji / Lord Surtur / Dark One / student / chieftain / neanderthal / attendant / page / abbot / acolyte / hunter / thug / ninja / roshi / guide / warrior / apprentice / corpse"
"686","1170","object: drain life","velvet / drain life"
"687","1158","object: magic missile","vellum / magic missile"
"688","1160","object: cone of cold","dog eared / cone of cold"
"689","1159","object: fireball","ragged / fireball"
"690","1056","object: finger of death","giant ant / killer bee / soldier ant / fire ant / giant beetle / queen bee / acid blob / quivering blob / gelatinous cube / chickatrice / cockatrice / pyrolisk / jackal / fox / coyote / werejackal / little dog / dingo / dog / large dog / wolf / werewolf / winter wolf cub / warg / winter wolf / hell hound pup / hell hound / gas spore / floating eye / freezing sphere / flaming sphere / shocking sphere / kitten / housecat / jaguar / lynx / panther / large cat / tiger / displacer beast / gremlin / gargoyle / winged gargoyle / hobbit / dwarf / bugbear / dwarf leader / dwarf ruler / mind flayer / master mind flayer / manes / homunculus / imp / lemure / quasit / tengu / blue jelly / spotted jelly / ochre jelly / kobold / large kobold / kobold leader / kobold shaman / leprechaun / small mimic / large mimic / giant mimic / wood nymph / water nymph / mountain nymph / goblin / hobgoblin / orc / hill orc / Mordor orc / Uruk-hai / orc shaman / orc-captain / rock piercer / iron piercer / glass piercer / rothe / mumak / leocrotta / wumpus / titanothere / baluchitherium / mastodon / sewer rat / giant rat / rabid rat / wererat / rock mole / woodchuck / cave spider / centipede / giant spider / scorpion / lurker above / trapper / pony / white unicorn / gray unicorn / black unicorn / horse / warhorse / fog cloud / dust vortex / ice vortex / energy vortex / steam vortex / fire vortex / baby long worm / baby purple worm / long worm / purple worm / grid bug / xan / yellow light / black light / zruty / couatl / Aleax / Angel / ki-rin / Archon / bat / giant bat / raven / vampire bat / plains centaur / forest centaur / mountain centaur / baby gray dragon / baby gold dragon / baby silver dragon / baby red dragon / baby white dragon / baby orange dragon / baby black dragon / baby blue dragon / baby green dragon / baby yellow dragon / gray dragon / gold dragon / silver dragon / red dragon / white dragon / orange dragon / black dragon / blue dragon / green dragon / yellow dragon / stalker / air elemental / fire elemental / earth elemental / water elemental / lichen / brown mold / yellow mold / green mold / red mold / shrieker / violet fungus / gnome / gnome leader / gnomish wizard / gnome ruler / giant / stone giant / hill giant / fire giant / frost giant / ettin / storm giant / titan / minotaur / jabberwock / Keystone Kop / Kop Sergeant / Kop Lieutenant / Kop Kaptain / lich / demilich / master lich / arch-lich / kobold mummy / gnome mummy / orc mummy / dwarf mummy / elf mummy / human mummy / ettin mummy / giant mummy / red naga hatchling / black naga hatchling / golden naga hatchling / guardian naga hatchling / red naga / black naga / golden naga / guardian naga / ogre / ogre leader / ogre tyrant / gray ooze / brown pudding / green slime / black pudding / quantum mechanic / genetic engineer / rust monster / disenchanter / garter snake / snake / water moccasin / python / pit viper / cobra / troll / ice troll / rock troll / water troll / Olog-hai / umber hulk / vampire / vampire leader / Vlad the Impaler / barrow wight / wraith / Nazgul / xorn / monkey / ape / owlbear / yeti / carnivorous ape / sasquatch / kobold zombie / gnome zombie / orc zombie / dwarf zombie / elf zombie / human zombie / ettin zombie / ghoul / giant zombie / skeleton / straw golem / paper golem / rope golem / gold golem / leather golem / wood golem / flesh golem / clay golem / stone golem / glass golem / iron golem / human / elf / Woodland-elf / Green-elf / Grey-elf / elf-noble / elven monarch / doppelganger / shopkeeper / guard / prisoner / Oracle / aligned cleric / high cleric / soldier / sergeant / nurse / lieutenant / captain / watchman / watch captain / Medusa / Wizard of Yendor / Croesus / ghost / shade / water demon / amorous demon / horned devil / erinys / barbed devil / marilith / vrock / hezrou / bone devil / ice devil / nalfeshnee / pit fiend / sandestin / balrog / Juiblex / Yeenoghu / Orcus / Geryon / Dispater / Baalzebub / Asmodeus / Demogorgon / Death / Pestilence / Famine / mail daemon / djinni / jellyfish / piranha / shark / giant eel / electric eel / kraken / newt / gecko / iguana / baby crocodile / lizard / chameleon / crocodile / salamander / long worm tail / archeologist / barbarian / cave dweller / healer / knight / monk / cleric / ranger / rogue / samurai / tourist / valkyrie / wizard / Lord Carnarvon / Pelias / Shaman Karnov / Hippocrates / King Arthur / Grand Master / Arch Priest / Orion / Master of Thieves / Lord Sato / Twoflower / Norn / Neferet the Green / Minion of Huhetotl / Thoth Amon / Chromatic Dragon / Cyclops / Ixoth / Master Kaen / Nalzok / Scorpius / Master Assassin / Ashikaga Takauji / Lord Surtur / Dark One / student / chieftain / neanderthal / attendant / page / abbot / acolyte / hunter / thug / ninja / roshi / guide / warrior / apprentice / corpse"
"691","1197","object: lightning","checkered / chain lightning"
"692","995","object: sleep","triangular / amulet of restful sleep"
"693","1164","object: detect monsters","leathery / detect monsters"
"694","1174","object: detect Food","cyan / detect food"
"695","1176","object: clairvoyance","dark blue / clairvoyance"
"696","1185","object: detect treasure","gray / detect treasure"
"697","1196","object: stone to flesh","thick / stone to flesh"
"698","1169","object: cure blindness","yellow / cure blindness"
"699","1177","object: cure sickness","indigo / cure sickness"
"700","1120","object: create monster","LEP GEX VEN ZEA / create monster"
"701","959","object: jumping","hiking boots / jumping boots"
